geneSymbol,cellName,tissueType,cellType
"NA, ATP2B1, B3GNT2, BIRC3, CASP2, CCDC141, CCM2, CCR10, CCR4, CCR8, CLDND1, CORO7, CORO7-PAM16, CPNE2, ELK3, F5, FAM110A, FANK1, FCMR, FCRL3, FOXP3, GLRX, HAPLN3, HPGD, IKZF2, IL10RA, IL2RA, ISG20, LMNA, METTL7A, PDP1, PI16, NA, RNF214, RTKN2, SAMHD1, SELPLG, SNX20, STAM, TBC1D4, TLDC2, TRIM16, TTC39C, TTN, USP15",Regulatory T (Treg) cell,Peripheral blood,Normal cell
"ABI2, ACOT9, ACP5, ACSL4, ACTA2, ACTR3C, ADAM10, ADAT2, ADCY3, ADI1, ADORA2A, ADPRH, AFTPH, AKAP5, AKIP1, AKIRIN2, ALDH3A2, ANKRD10, APLP2, ARHGAP9, ARHGEF12, ARID5B, ARPC1A, ARPC1B, ARPP19, ASB2, ASXL2, ATOX1, ATP13A3, ATP1B1, ATP6V0A1, ATP6V1C2, BACH1, BATF, BEX3, BIRC3, NA, NA, BST2, BTG3, C15orf53, C16orf87, C21orf91, C3AR1, NA, C7orf25, C9orf16, CACYBP, CADM1, CALM3, CARD16, CARD17, CASP1, CBX5, CCDC141, CCDC22, CCDC50, CCND2, CCNG2, CCR1, CCR4, CCR8, CD177, CD27, NA, CD58, CD59, CD7, CD70, CD74, CD79B, CD80, CD82, CD83, CDIP1, CDKN1A, CDKN2A, CEACAM1, CKAP2, CLEC7A, CLIP1, CLNK, CMTM6, COG1, COL9A2, COMMD3, COPZ1, CORO1B, COX5A, CREB3L2, CREM, CSF1, CSF2RB, CTLA4, CTNNA1, CTNNB1, CTSA, CTSC, CTSD, CTTNBP2NL, CXCR3, CXCR6, NA, DDB2, DDIT4, DDX24, DNPH1, DPYSL2, DUSP10, DUSP16, DUSP4, DYNC1I2, DYNLL1, DYNLRB1, EBI3, ECH1, EDARADD, EIF4H, ENO1, ENTPD1, NA, EPSTI1, ERI1, ETV7, F5, FAM104A, FAM110A, FAM53B, FANCL, FANK1, FAS, FBLN7, FKBP1A, NA, FMNL3, FOXO1, FOXP3, FYCO1, GABARAP, GABARAPL1, GABPB1, GADD45A, GADD45G, GALM, GAPDH, GATA3, GBP2, GBP4, GBP5, GCNT1, GK, GLRX, GOLGA8A, GOLGA8B, GOT2, GPI, GPX1, NA, GRINA, GRN, GSTO1, GTF3C6, HACD1, HADHA, HADHB, HAVCR2, HDAC7, HERPUD1, HLA-DMA, HLA-DQA1, HNRNPLL, HPGD, HPRT1, HPSE, HSD17B10, HSPA1A, HSPA1B, HSPB1, HTATIP2, ICA1, ICAM3, ICOS, IFI6, IFNAR2, IGFLR1, IKZF2, IKZF4, IL10RB, IL12RB1, IL12RB2, IL1R1, IL1R2, IL21R, NA, IL2RA, IL2RB, IL32, INPP1, INPP5F, IRF4, IRF5, IRF9, ISG15, ISOC1, KAT2B, KCNN4, KDM5B, KIF20B, KIF5B, LAIR2, LAP3, LAPTM4A, LAPTM4B, LASP1, LAT2, LAYN, LDLRAD4, LEPROT, LGALS3, NA, LMBRD1, LMCD1, LOC389831, LRPAP1, LRRC61, LTA, LY75, LY75-CD302, LYST, MAF, MAGEH1, MAN1A2, MAP1LC3A, MAP2K3, MAPKAPK3, MAST4, MBOAT7, MCCC2, MCL1, MCM5, METTL7A, METTL8, MGAT1, MICAL2, MIIP, NA, NA, NA, MRPS6, MX1, MYO1E, MYO5A, MYO5C, MZB1, NAB1, NAMPT, NAPA, NBR1, NCF4, NCOA3, NDFIP2, NDUFA13, NDUFC2, NDUFC2-KCTD14, NEDD9, NFAT5, NINJ1, NINJ2, NME3, NPC2, NPTN, NSF, NUDT5, OAS1, OAS3, OCIAD2, OS9, OTUD5, P2RY10, PAIP2, PAK2, PARK7, PCK2, PDE4A, PDIA6, PELI1, PGK1, PHACTR2, PHLDA1, PHPT1, PHTF2, PIM2, PIM3, PKM, PLEKHG2, PLTP, PMAIP1, POU2F2, PPM1G, PPP1CB, PRDM1, PRDX1, PRDX3, PRDX5, PRKAR1A, PRNP, PSEN1, PSMA2, PSMB1, PSMB3, PSMB6, PSMC2, PSMD11, PTP4A3, PTPRJ, PTTG1, RAB11FIP1, RAP1A, RBPJ, RCBTB1, NA, RFX5, RGS1, RHBDD2, RHOC, RNF187, RPS27L, RTKN2, SAMSN1, SAT1, SCO2, SDC4, SDF4, SEC14L1, SEC61A2, SERPINB9, SERPINE2, SFT2D1, SGMS1, SGPP1, SGSH, SH2D2A, SH3BGRL, SIRPG, SLA, SLAMF1, SLC12A6, SLC16A1, SLC25A38, SLC35F2, SLC3A2, SLC41A1, SLC5A3, SMC4, SMPD3, SMS, SNX9, SOX4, SPATS2L, SPOCK2, SQSTM1, SRA1, SSH1, STAM, STAMBPL1, STARD7, SUMO1, SUOX, SURF4, SYNGR2, TBC1D4, TBC1D8, TET2, TFRC, THADA, TIGIT, TLK1, TM9SF2, TMEM154, TMX1, TNFAIP3, TNFRSF13B, TNFRSF18, TNFRSF1B, TNFRSF4, TNFRSF8, TNFRSF9, TNIP1, TNIP3, TNS3, TOM1, TOX, TOX2, TP53INP1, TPI1, TPMT, TPP1, TRAF1, TRAF3, TRIM69, TRPS1, TSPAN13, TSPYL2, TTN, TTYH3, TULP4, TYMP, UBE2L6, UBE2N, UCP2, UGP2, USP48, UXS1, VAV3, VCP, VDR, VEZT, VMP1, VPS54, WDFY1, WDR83OS, WHRN, WSB1, YJEFN3, ZBED2, ZBTB32, ZC2HC1A, ZC3H12D, ZC3H7A, ZFP36L1, ZNF280C, ZNF292",Regulatory T (Treg) cell,Liver,Cancer cell
"ABCB1, CAPG, CD69, DPP4, DUSP1, GZMK, IFNGR1, PARP8, PVRIG, SLC4A10",T helper cell,Liver,Normal cell
"ADAM19, AHI1, AKAP5, AKR1A1, ARHGAP9, ASB2, NA, ATP6V1A, ATXN1, BATF, NA, BST2, BTLA, C9orf16, CAMK1, CAPZB, CCDC50, CD38, CD82, CD84, CDKN2A, CHN1, CKAP2, CLTC, CREM, CTLA4, CTSD, CXCL13, DBNL, DNPH1, DR1, DUSP4, ENTPD1, EPSTI1, ETV7, F2R, NA, FUT8, GALM, GAPDH, GBP4, GNG4, GSPT1, HAVCR2, HNRNPK, ICOS, IFI27L2, IFI35, IFNG, IGFLR1, IKZF3, IL21, ITGA2, ITM2A, KCNK5, LAP3, LASP1, LIMA1, LIMS1, NA, LYST, MAF, MAP1LC3A, MAPKAPK3, METTL8, NA, N4BP2, NAB1, NDFIP2, NMI, NR3C1, NUTF2, OGG1, PDCD1, PDE7B, PHEX, PHTF2, PKM, PRKAG1, PRKAR1A, PSME2, PTPN11, PTTG1, RAB11FIP1, RABGAP1L, RBPJ, RGS1, RGS2, RHBDD2, RILPL2, RNF19A, SARDH, SFXN1, NA, SIRPG, SLC6A6, SLC9A9, SMC5, SPOCK2, NA, SRGN, ST8SIA1, SUSD6, SYNJ1, TBC1D2B, TBXAS1, TIGIT, NA, TNFRSF18, TNFSF8, TOX, TOX2, TPI1, TRAF3, TRPS1, UBE2L6, NA, UQCRH, WARS, WSB2, ZBED2, ZEB1",Exhausted CD4+ T cell,Liver,Normal cell
"A2M, ABCA2, ABI3, ADGRG1, ADGRG5, ADRB2, AGPAT4, AHNAK, AKR1C3, APMAP, ARL4C, ARL5A, C12orf75, C1orf21, CCL4, CCL5, CD244, CD300A, CEP78, CHST12, CST7, CTSW, CX3CR1, DSTN, EFHD2, FCGR3A, FCRL6, FGFBP2, FGR, FUT11, GK5, GLUL, GNLY, GSTP1, GZMA, GZMB, GZMH, GZMM, HOPX, KLRG1, LGR6, LILRB1, NA, LITAF, LLGL2, NA, LPCAT1, LYAR, MBP, MYBL1, MYO1F, NKG7, NPRL2, OSBPL5, PAFAH2, PATL2, PLEK, PLEKHA1, PLEKHG3, PRF1, PROK2, PRSS23, PTCH1, PTGDS, PTPN4, PXN, PZP, RAB29, RAP1B, RAP2B, RASSF1, RUNX3, S1PR5, SAMD3, SH3BP5, SLAMF7, SLC2A1, SPN, SPON2, SUN2, SYNE1, SYNE2, TARP, TGFBR3, TM4SF19, NA, TMEM181, TTC16, TTC38, VCL, ZEB2, NA, ZNF683",CD4+ cytotoxic T cell,Liver,Normal cell
CKAP4,Fibroblast,Heart,Normal cell
"ADORA3, ADRB2, BHLHE41, BIN1, CCL4, KLF2, NAV3, P2RY12, RHOB, SALL1, SIGLEC8, SLC1A3, SPRY1, TAL1",Microglial cell,Brain,Cancer cell
"ARG2, BHLHE40, CD74, CD93, CIB1, CIITA, CREM, CYBB, CYTH1, DOK3, DSE, EMB, FAM49A, FGR, FOSL2, FPR3, FXYD5, GPR132, GPR65, HLA-DMB, HLA-DQA1, HLA-DRB5, IFITM2, IL10, IL1RN, IQGAP1, ITGA4, KYNU, LYZ, METRNL, MS4A6A, MS4A7, MXD1, NFIL3, PDE4B, PIM1, PLAC8, PLBD1, PLTP, PQLC3, PTPN7, S100A11, SAMHD1, SH3BGRL, SPINT2, SYNGR2, TGFBI, THBD, TMEM123, TNFSF13, TREM1, VOPP1",Macrophage,Brain,Cancer cell
"ADORA3, ADRB2, BHLHE41, BIN1, CCL4, KLF2, NAV3, P2RY12, RHOB, SALL1, SIGLEC8, SLC1A3, SPRY1, TAL1",Microglial cell,Brain,Normal cell
"ARG2, BHLHE40, CD74, CD93, CIB1, CIITA, CREM, CYBB, CYTH1, DOK3, DSE, EMB, FAM49A, FGR, FOSL2, FPR3, FXYD5, GPR132, GPR65, HLA-DMB, HLA-DQA1, HLA-DRB5, IFITM2, IL10, IL1RN, IQGAP1, ITGA4, KYNU, LYZ, METRNL, MS4A6A, MS4A7, MXD1, NFIL3, PDE4B, PIM1, PLAC8, PLBD1, PLTP, PQLC3, PTPN7, S100A11, SAMHD1, SH3BGRL, SPINT2, SYNGR2, TGFBI, THBD, TMEM123, TNFSF13, TREM1, VOPP1",Macrophage,Brain,Normal cell
CD46,Epidermal stem cell,Foreskin,Normal cell
"PECAM1, CDH5",Endothelial cell,Embryonic brain,Normal cell
"ANPEP, PROM1, CD24, CD44, THY1, EPCAM",Cancer stem cell,Undefined,Cancer cell
"MYBPH, MYH3, MYOG, TTN",Myotube,Muscle,Normal cell
"CDC20, CDK1, ID1, ID3, MYOG, PCNA, TTN",Myoblast,Muscle,Normal cell
"AADAC, ABHD14B, ABLIM3, NA, ACSL1, AHSP, AIMP2, AK2, AKR1C1, AKR1C2, ALAS2, ALB, ALG8, AMBP, APOH, APOL1, ASNSD1, NA, NA, AZGP1, BHMT2, BID, NA, C19orf33, C1R, C1S, NA, CARHSP1, CASP7, CCL20, CD47, CD58, CDC37L1, CFH, CFHR1, CHCHD2, CKLF, CLDN1, CPB2, CPM, CPNE8, CSRP1, CYP2J2, CYP3A7, CYP4V2, DDX21, DIAPH2, DNAJC12, DPM3, DUSP23, ECT2, EFHD2, EIF1AY, ELOVL5, EMP2, EMP3, ENPP1, ERICH5, ESF1, EVA1A, F5, FAM216A, FARSB, FILIP1L, FKBP4, FKBP5, FSTL3, FTH1, FXYD1, FXYD2, GAL, GBP1, GC, GLIPR1, GLRX2, GMNN, GNAI1, GPX7, GTF3A, H2AFJ, HIST1H2BK, HIST2H2AA4, HP, HPD, HPRT1, HS3ST3B1, HSPB1, HYPK, IDI1, IFI30, IFI6, IFITM3, IFNAR2, IGFBP4, IL1R1, INO80C, IP6K3, IRAK2, ITIH2, KHDRBS3, KLHL2, KYNU, LBP, LECT2, LMCD1, LRRC61, LTV1, LYRM4, MASP2, MBNL1, MCL1, MET, METTL5, MGLL, MRPL33, MRPS28, MT1A, MT1E, MT1F, MT1G, MT1H, MT1HL1, MT1M, MT1X, MT2A, MYC, NDUFAF2, NDUFAF4, NFIC, NIP7, NME1, NMI, NOP16, NR1H4, OPN3, ORM1, ORM2, OSMR, P2RY6, PALMD, PCF11, PCOLCE2, PDLIM7, PID1, PLEK2, PLP2, POLE3, POLE4, POLR3K, PON3, PPIA, PPIF, PRG4, PSME2, PTRH1, RAB27A, RAB31, RAB32, RARRES2, RBP1, RCL1, RHOB, RHOQ, RRAD, RRP15, RSU1, S100A6, SAA1, SAA2, SAA4, SCN9A, SDSL, SEC14L2, SERPINA3, SERPINA4, SERPINB8, SERPINC1, SERPINE1, SERPINF1, SF3B5, SFN, SIRPA, SLC16A7, SLC38A2, SNRPA, SOD2, SP110, SPP2, SPRYD7, NA, STEAP3, SVIP, TGFBI, TGM2, TIMP1, TMEM109, TMEM176A, TMEM176B, TNFSF14, TUBA1B, TUBA4A, TYW3, UGP2, UGT2B4, UGT2B7, VAMP5, VIM",Liver bud hepatic cell,Liver,Normal cell
"AKAP12, NA, CCDC86, CCL2, CDC42EP2, COTL1, CTSC, DACT1, DKK3, DLK1, EDNRA, FJX1, FOSL1, FSTL3, FXYD6, GADD45B, GPM6B, GPX7, NA, HES4, HOXB2, HSPB6, ID3, IGFBP2, IGFBP7, ITGA1, LRRC17, MDK, MPZL1, NDN, NXT1, PDLIM7, PLTP, PRMT1, PTGES2, RAB35, RHBDD2, ROR1, RRP9, SF3A2, SORBS3, SVIL, TMEM98, TOR3A, USP46, WDR1, YRDC, ZBTB1",Mesenchymal cell,Liver,Normal cell
"APPBP2, ARGLU1, ATP10D, BNIP1, BST2, BTNL9, C11orf96, C3orf58, CCDC85B, CCL14, CD4, CDC73, CDKL1, CHD4, CLEC1B, CLEC2B, CLEC4G, CLEC4M, CRBN, CRHBP, CTSL, DCLRE1C, DLC1, DLG1, DNASE1L3, DOCK1, DUSP5, EFNB2, F8, FCN2, FCN3, FILIP1, FOSB, FXYD6, GBP4, GGA2, GNG11, NA, HES1, HYI, IL1R1, IL33, KIF1B, KLHL28, LDB2, MCM3AP, MEF2C, MFN1, MGAT5, MPZL3, MRC1, OIT3, PIK3C2A, NA, PPWD1, RASGEF1B, RASGRP3, RELN, RIN2, SECISBP2L, STAB1, STAB2, STRN3, TCF12, TEX264, TRAPPC11, TSPAN7, USP48, ZNF286B",Endothelial cell,Liver,Normal cell
LEF1,Lymphoblast,Fetal liver,Normal cell
GYPA,Erythroblast,Fetal liver,Normal cell
CYP2C9,Hepatocyte,Liver,Normal cell
FLT1,Endothelial cell,Fetal liver,Normal cell
CD163,Kupffer cell,Fetal liver,Normal cell
COL1A2,Mesenchymal cell,Fetal liver,Normal cell
AFP,Hepatocyte,Fetal liver,Normal cell
"ACKR3, ADH7, ANXA8, ANXA8L1, AQP3, ARL4D, ATP1B3, BMP7, C10orf99, C16orf74, CAPG, CAV1, CCND2, CD109, CLCA2, CLCA4, CLDN1, COL17A1, CSTA, DAPL1, DSC3, DSG3, DUSP7, FABP5, NA, FAT2, FBLN1, FGFBP1, NA, GJB3, GLTP, GM2A, GPC1, GPNMB, GPX2, HSPB1, IFI27L2, IGFBP6, IL1RN, IL20RB, ITGA6, JUP, KRT13, KRT14, KRT15, KRT16, KRT17, KRT4, KRT5, KRT6A, KRT6B, KRT6C, LAD1, LGALS7, LGALS7B, LOXL4, LY6D, LYPD3, MMP28, MT1X, NOTCH1, NRARP, NXN, PGM2, PHLDA3, PKP1, PKP3, PLAT, PLP2, POLR2J3, PPP1R13L, PTTG1, NA, RAB38, RARG, S100A10, S100A14, S100A16, S100A2, S100A8, SDC1, SERPINB1, SERPINB13, SERPINB2, SERPINB5, SFN, SH3BGRL3, SOX15, SPINK5, SPRR1A, SPRR1B, THBD, TIMP1, TMEM43, TNS4, TP63, TRIM7, TUBB6, NA, WNT10A, ZNF385A, ZYX",Basal cell,Lung,Normal cell
"ALDH1A3, AMOTL2, ANPEP, ANTXR1, C3, CA13, CAPN13, CD74, CEACAM6, CFB, CFH, CILP, CP, CPD, CREB3L1, CTSC, CX3CL1, CXCL1, CXCL2, CXCL6, CXCL8, CYFIP2, DTX4, FNDC3B, GABRP, HLA-A, HLA-DMA, HLA-DMB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB5, NA, IFITM1, IFITM3, IL1R1, KNCN, LGALS9, LYPD2, MSMB, MUC5B, NCCRP1, PDZK1IP1, PGLYRP4, PI3, PIGR, PITX2, PLK2, PODXL, PPP1R16B, PRR5L, PRSS23, RARRES1, RARRES3, SCGB1A1, SCGB3A1, NA, SERPINA3, SERPINB7, SLC26A2, SLC34A2, SLC4A4, SLC6A14, SLPI, STEAP4, TGM2, TMEM45A, UBD, VGLL1, VMO1, XBP1, ZG16B",Secretory cell,Lung,Normal cell
"ACAD11, AGBL5, AGR3, AHSA1, AK1, AKAP14, ALDH3A1, ALDH3B1, ALDH9A1, AMZ2, ANG, ANKRD37, ANKRD65, ANKRD66, AP3M2, APOBEC4, APOO, ARHGAP39, ARL3, ARMC4, ATF3, NA, AZIN1, B3GNT7, B9D1, B9D2, BASP1, BBS9, BSCL2, BTBD3, NA, C11orf49, C11orf52, C11orf88, C11orf97, C12orf75, NA, NA, C16orf71, C17orf97, C1orf189, NA, C1orf194, NA, C20orf85, NA, C2orf40, C2orf81, C4orf3, C5orf15, C5orf49, C9orf116, C9orf135, NA, C9orf24, NA, CALM1, CALML4, CAPS, CAPSL, CARS, CASC1, CAST, CBY1, CCDC103, NA, NA, CCDC170, NA, CCDC181, CCDC33, NA, CCDC60, CCDC65, CCDC74B, CCDC81, CCL15, CD59, CETN2, CIB1, CKB, CRIP1, CST6, CTBS, CTF1, CTGF, CTSS, CTXN1, CWH43, CYB561A3, CYGB, CYP4B1, CYSTM1, DALRD3, DAW1, DMKN, DNAAF3, DNAJB2, DNAL4, DNPH1, DPCD, DRC1, DYNC2LI1, DYNLL1, DYNLRB2, DYNLT1, EBNA1BP2, EEF2K, EFCAB10, EFHC2, ENDOG, ENKUR, ENPP5, ERF, ERICH2, ERICH5, EZR, FAM104B, NA, FAM166B, FAM174A, FAM183A, FAM216B, FAM229B, FAM81B, FAM92B, FBXO15, FBXW9, FOCAD, FUZ, FXYD3, GALC, NA, GPR162, GPX4, NA, H2AFJ, HBB, NA, HIPK1, HIST1H1C, HIST1H2BD, HIST2H2AA3, HIST2H2AA4, HMGN3, NA, NA, HRASLS2, HS3ST6, HSP90AA1, NA, HSPBP1, IFI27, IFT22, IFT43, IFT46, IFT52, IFT57, IGFBP7, IK, INO80B, IQCE, IQCG, IQCH, IQCK, ISCA2, JOSD2, KCNE1, KCNRG, KIF19, KIF9, KLHDC9, KLHL13, LAP3, NA, NA, LOC388780, NA, NA, LOC728392, LRRC10B, LRRC23, LRRC34, LRRC45, LRRC46, LRRC6, LRRC73, LRWD1, LXN, LYPLA2, NA, MAPK8IP1, MAPRE3, MGMT, MIA, MLF1, MORN2, MORN5, MSRB1, MTSS1L, MYCBP, NAT14, NHLRC4, NME5, NME7, NA, NQO1, NSMCE1, ODF3B, ORMDL2, PACRG, PAIP2, PIFO, PIH1D2, PIH1D3, PITPNM1, PLA2G16, PLAC8, PLEKHB1, PNMA1, POLR2I, PPIL6, PPP1R14C, PPP1R7, PRDX1, PRDX5, PRKAR1A, PRPS1, PSCA, PSENEN, PSMB10, NA, RBKS, RHPN2, RIIAD1, RITA1, ROPN1L, RPA3, RRAD, RRAGA, RSPH1, RSPH4A, NA, RTP4, RUVBL1, RUVBL2, SAA2, SAA2-SAA4, NA, SAA4, SCGB2A1, SDHC, SLAIN2, SMIM22, SMYD2, SNTN, SOD1, SPA17, SPAG16, SPAG6, SPC25, SRI, SSB, STMND1, STOML3, STX2, STYXL1, TCTEX1D2, TCTEX1D4, TCTN1, TEKT1, NA, TM9SF1, TMEM107, TMEM190, TMEM231, TMEM254, TOMM34, NA, TPPP, TPPP3, TRIM32, TSPAN1, TSPAN19, TSTD1, TTC25, TUBA1A, TUBA4B, TUBB4B, UCP2, UFC1, UGDH, ULK4, UNC119B, VIM, VRK3, VWA3B, VWA5A, NA, NA, WDR38, WDR54, WDR66, WDR78, NA, WRB, NA, ZDHHC1, ZMYND12, ZNF688, ZNHIT2",Ciliated cell,Lung,Normal cell
"ACADSB, ACSL4, ADA, ADAM10, AEN, AFAP1, AHCY, ALPL, ANXA1, ANXA4, ASCL1, ASCL2, ATP11C, AZGP1, CCNJ, COLCA2, CPE, CRYM, DIP2B, NA, FAM117B, FBRSL1, FGF1, FMNL2, FOXK2, FRAT2, GRAMD1A, GYS2, HDAC2, HES6, HOMER3, NA, HOXA1, HSPD1, ID2, IL1B, IL23A, INPP5B, KCNN3, KDM6B, KYNU, LFNG, NA, NA, LRMP, MAFF, NA, MLLT11, MYC, NAV1, NDC1, NFATC3, NIFK, NIP7, NKX3-1, NONO, NOS2, NREP, ODC1, PDXP, POU2F3, PPP1R14B, PRDM1, NA, RAPGEF5, RASSF6, RCOR1, RFFL, RNF183, RTCB, SH3BP4, SKAP2, SLC16A1, NA, SORL1, SOX4, SPTSSB, TMEM185B, TOMM20, TSN, TUBB2B, TUBB3, XPO5, YBX1",Brush cell (Tuft cell),Lung,Normal cell
"ACADSB, ACSL4, ADA, ADAM10, AEN, AFAP1, AHCY, ALPL, ANXA1, ANXA4, ASCL1, ASCL2, ATP11C, AZGP1, CCNJ, COLCA2, CPE, CRYM, DIP2B, NA, FAM117B, FBRSL1, FGF1, FMNL2, FOXK2, FRAT2, GRAMD1A, GYS2, HDAC2, HES6, HOMER3, NA, HOXA1, HSPD1, ID2, IL1B, IL23A, INPP5B, KCNN3, KDM6B, KYNU, LFNG, NA, NA, LRMP, MAFF, NA, MLLT11, MYC, NAV1, NDC1, NFATC3, NIFK, NIP7, NKX3-1, NONO, NOS2, NREP, ODC1, PDXP, POU2F3, PPP1R14B, PRDM1, NA, RAPGEF5, RASSF6, RCOR1, RFFL, RNF183, RTCB, SH3BP4, SKAP2, SLC16A1, NA, SORL1, SOX4, SPTSSB, TMEM185B, TOMM20, TSN, TUBB2B, TUBB3, XPO5, YBX1",Neuroendocrine cell,Lung,Normal cell
"ACADS, ACP1, ACSL1, ACVR1, ADM, AGPAT2, AIFM1, AKAP2, AKAP7, AKIP1, AKIRIN1, AKR1B1, AMACR, ANGEL2, ANK2, ANKRD6, ANKRD9, APLP2, APP, ARL4A, ARL6IP5, ASCL3, ATL2, ATP11A, ATP1A1, ATP6V0A4, ATP6V0B, ATP6V0C, NA, ATP6V0D2, ATP6V1A, ATP6V1B1, ATP6V1C2, ATP6V1F, ATP6V1G3, ATP7A, AXIN1, BCL2, BCOR, BCR, BFAR, BIK, BMF, BPIFA2, BRPF1, BSND, C11orf68, C1D, NA, C9orf152, CA12, CALML3, CAMK2B, CBR3, CCDC107, NA, CCDC85C, CCNJL, CD164, CD9, CDA, CDKN1B, CELF2, CFTR, CGNL1, CHST15, CLCN3, CLCNKA, CLCNKB, CLGN, NA, CNN3, CORO7, COX5B, COX6B2, COX7B, CSPG5, CYP51A1, DARS, DDAH2, DHRS7, DMRT2, DOCK11, DOCK4, DOCK6, DUSP6, EFHD1, EIF2AK3, EIF4E2, EPCAM, ETS1, FAM114A1, FAM120AOS, NA, FAM174B, NA, FAM210B, FAM43A, FAM89B, FASTKD2, FBXO32, FOPNL, FOXI1, FOXP1, FRYL, FXYD2, FXYD6, FXYD6-FXYD2, GABARAPL1, GADD45G, NA, NA, NA, GNA11, GOLM1, GPD1L, NA, GPR160, GPRC5B, GRPEL2, GYG1, H1F0, H3F3B, HDAC4, HEPACAM2, HILPDA, HPCAL1, ID3, ID4, IGF1, IGFBP5, IMPA2, INO80, INPPL1, IQGAP2, IRF2BPL, ITPKB, ITPR2, JADE1, JAM3, KCNH1, KCNMA1, KHDRBS3, NA, KIDINS220, KLC1, KLHL23, KRT18, KRT7, KRT8, KRT80, LBH, NA, LEF1, LGR4, LIMA1, NA, LRRC42, LTBP2, MAF, MAN2A1, MAOA, MEF2D, MEGF9, METTL13, MGAT5, MIEF1, MPC1, MRFAP1L1, MRPL34, MRPS26, MTHFD1L, MYO6, NCALD, NCKAP5, NDST1, NDUFA4, NEDD4L, NEURL1, NGFR, NRIP3, NT5C, NT5DC3, NUDT16L1, OSBPL1A, PALM2-AKAP2, PCBP4, PDE1C, PDK3, PHB, PHF23, PHOSPHO2-KLHL23, PI4KB, PKIB, PLCB4, PLCG2, PLEKHF2, PLEKHG3, PLXDC2, POSTN, PPARGC1A, PPP1R12B, PPP1R18, PPP2CA, PPP2R3A, PRDM4, PRKAG2, PRPF38A, PSD3, PSEN2, PTAFR, PTGFRN, PTK2, PXDN, PYGB, PYGO2, QSOX1, RAB37, RAD51C, RALA, RARRES2, RBMXL1, RCAN2, RECQL, REPIN1, RERG, RET, RFK, RGMA, RNF34, RPS6KC1, RRM2B, SAV1, SC5D, SCARB2, SCG2, SCNN1B, SDC2, SEC11C, SEC23B, SEMA3C, NA, SH3GLB1, SHISA2, SIRT2, SLC12A2, SLC14A1, SLC25A23, SLC29A1, SLC2A12, SLC35F3, SLC9A7, SMAP1, SMARCB1, SMOC1, SNTB1, SP110, SSFA2, ST14, STAC2, STAP1, SUCLG1, SULT1C2, SVIL, SYT7, TBC1D1, TBC1D14, TBC1D2B, TBC1D4, TBC1D9, TFCP2L1, TFG, TFPI, TGFB3, TGFBR2, THBS1, TMEM160, TMEM51, TMEM61, TMPRSS11E, TMPRSS13, TMSB4X, TMTC3, TMUB1, TPD52, TPM1, TRIM47, TRIM8, TSPAN14, NA, TWSG1, NA, UBXN2B, UHRF1BP1L, NA, USF2, USP53, UST, VBP1, VEGFB, VGLL4, WDR1, WLS, YTHDC1, ZDHHC3, ZNF410, ZNF493, ZNF704",Ionocyte cell,Lung,Normal cell
"ACTL6A, ACTN1, ADAM15, ALDOA, AMD1, ARL4C, ARNTL2, BAMBI, BTG3, CARHSP1, CASP3, CCNO, CDC20B, CDK1, CDK2AP2, CDKN2A, CDT1, CENPM, CHCHD2, CHORDC1, DBF4, DGCR6, DHFR, DPY19L1, E2F7, E2F8, EIF2S2, ENO1, FOXJ1, FOXN4, GADD45B, GGH, GSKIP, HELLS, HYLS1, INSIG1, ISYNA1, KDELC2, KIAA0895, LAYN, LCK, LRRC26, LYZ, MAZ, MCIDAS, MYCL, NEK2, NETO2, NOP16, OAT, PAQR4, PCSK6, PIGW, PLK4, POLR2L, PPM1G, PRPS2, PSIP1, PSMC3, PTGES3, PTMA, NA, RANBP1, RB1, RCC2, RTTN, SLFN11, SNRPG, STIL, TACC1, TAF11, TCF19, TM7SF3, TMEM106C, TTC30A, TYMS, UBE2T, USP13, WDR61, NA, YWHAH",FOXN4+ cell,Lung,Normal cell
